ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global,Attribute 6 name,Attribute 6 value(s),Attribute 6 visible,Attribute 6 global,Attribute 7 name,Attribute 7 value(s),Attribute 7 visible,Attribute 7 global,Attribute 8 name,Attribute 8 value(s),Attribute 8 visible,Attribute 8 global
17276,variation,,Chateau Lynch Bages,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000047,,,,,,25,apellation,Pauillac,,1,classification,5th Growth,,1,color,Red,,1,drinking_windows,2023-2097,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2019,,1,area,left bank,,1
17277,variation,,Chateau Lynch Bages,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000047,,,,,,26,apellation,Pauillac,,1,classification,5th Growth,,1,color,Red,,1,drinking_windows,2023-2097,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2020,,1,area,left bank,,1
17278,variation,,Chateau Lynch Bages,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000047,,,,,,27,apellation,Pauillac,,1,classification,5th Growth,,1,color,Red,,1,drinking_windows,2023-2097,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2021,,1,area,left bank,,1
17279,variation,,Chateau Grand-Puy-Lacoste,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000045,,,,,,1,apellation,Pauillac,,1,classification,5th Growth,,1,color,Red,,1,drinking_windows,2023-2095,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,1995,,1,area,left bank,,1
17280,variation,,Chateau Grand-Puy-Lacoste,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000045,,,,,,2,apellation,Pauillac,,1,classification,5th Growth,,1,color,Red,,1,drinking_windows,2023-2095,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,1996,,1,area,left bank,,1
17281,variation,,Chateau Grand-Puy-Lacoste,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000045,,,,,,3,apellation,Pauillac,,1,classification,5th Growth,,1,color,Red,,1,drinking_windows,2023-2095,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,1997,,1,area,left bank,,1
17282,variation,,Chateau Grand-Puy-Lacoste,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000045,,,,,,4,apellation,Pauillac,,1,classification,5th Growth,,1,color,Red,,1,drinking_windows,2023-2095,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,1998,,1,area,left bank,,1
17283,variation,,Chateau Grand-Puy-Lacoste,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000045,,,,,,5,apellation,Pauillac,,1,classification,5th Growth,,1,color,Red,,1,drinking_windows,2023-2095,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,1999,,1,area,left bank,,1
17284,variation,,Chateau Grand-Puy-Lacoste,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000045,,,,,,6,apellation,Pauillac,,1,classification,5th Growth,,1,color,Red,,1,drinking_windows,2023-2095,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2000,,1,area,left bank,,1
17285,variation,,Chateau Grand-Puy-Lacoste,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000045,,,,,,7,apellation,Pauillac,,1,classification,5th Growth,,1,color,Red,,1,drinking_windows,2023-2095,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2001,,1,area,left bank,,1
17286,variation,,Chateau Grand-Puy-Lacoste,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000045,,,,,,8,apellation,Pauillac,,1,classification,5th Growth,,1,color,Red,,1,drinking_windows,2023-2095,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2002,,1,area,left bank,,1
17287,variation,,Chateau Grand-Puy-Lacoste,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000045,,,,,,9,apellation,Pauillac,,1,classification,5th Growth,,1,color,Red,,1,drinking_windows,2023-2095,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2003,,1,area,left bank,,1
17288,variation,,Chateau Grand-Puy-Lacoste,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000045,,,,,,10,apellation,Pauillac,,1,classification,5th Growth,,1,color,Red,,1,drinking_windows,2023-2095,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2004,,1,area,left bank,,1
17289,variation,,Chateau Grand-Puy-Lacoste,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000045,,,,,,11,apellation,Pauillac,,1,classification,5th Growth,,1,color,Red,,1,drinking_windows,2023-2095,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2005,,1,area,left bank,,1
17290,variation,,Chateau Grand-Puy-Lacoste,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000045,,,,,,12,apellation,Pauillac,,1,classification,5th Growth,,1,color,Red,,1,drinking_windows,2023-2095,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2006,,1,area,left bank,,1
17291,variation,,Chateau Grand-Puy-Lacoste,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000045,,,,,,13,apellation,Pauillac,,1,classification,5th Growth,,1,color,Red,,1,drinking_windows,2023-2095,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2007,,1,area,left bank,,1
17292,variation,,Chateau Grand-Puy-Lacoste,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000045,,,,,,14,apellation,Pauillac,,1,classification,5th Growth,,1,color,Red,,1,drinking_windows,2023-2095,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2008,,1,area,left bank,,1
17293,variation,,Chateau Grand-Puy-Lacoste,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000045,,,,,,15,apellation,Pauillac,,1,classification,5th Growth,,1,color,Red,,1,drinking_windows,2023-2095,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2009,,1,area,left bank,,1
17294,variation,,Chateau Grand-Puy-Lacoste,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000045,,,,,,16,apellation,Pauillac,,1,classification,5th Growth,,1,color,Red,,1,drinking_windows,2023-2095,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2010,,1,area,left bank,,1
17295,variation,,Chateau Grand-Puy-Lacoste,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000045,,,,,,17,apellation,Pauillac,,1,classification,5th Growth,,1,color,Red,,1,drinking_windows,2023-2095,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2011,,1,area,left bank,,1
17296,variation,,Chateau Grand-Puy-Lacoste,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000045,,,,,,18,apellation,Pauillac,,1,classification,5th Growth,,1,color,Red,,1,drinking_windows,2023-2095,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2012,,1,area,left bank,,1
17297,variation,,Chateau Grand-Puy-Lacoste,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000045,,,,,,19,apellation,Pauillac,,1,classification,5th Growth,,1,color,Red,,1,drinking_windows,2023-2095,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2013,,1,area,left bank,,1
17298,variation,,Chateau Grand-Puy-Lacoste,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000045,,,,,,20,apellation,Pauillac,,1,classification,5th Growth,,1,color,Red,,1,drinking_windows,2023-2095,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2014,,1,area,left bank,,1
17299,variation,,Chateau Grand-Puy-Lacoste,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000045,,,,,,21,apellation,Pauillac,,1,classification,5th Growth,,1,color,Red,,1,drinking_windows,2023-2095,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2015,,1,area,left bank,,1
17300,variation,,Chateau Grand-Puy-Lacoste,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000045,,,,,,22,apellation,Pauillac,,1,classification,5th Growth,,1,color,Red,,1,drinking_windows,2023-2095,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2016,,1,area,left bank,,1
17301,variation,,Chateau Grand-Puy-Lacoste,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000045,,,,,,23,apellation,Pauillac,,1,classification,5th Growth,,1,color,Red,,1,drinking_windows,2023-2095,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2017,,1,area,left bank,,1
17302,variation,,Chateau Grand-Puy-Lacoste,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000045,,,,,,24,apellation,Pauillac,,1,classification,5th Growth,,1,color,Red,,1,drinking_windows,2023-2095,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2018,,1,area,left bank,,1
17303,variation,,Chateau Grand-Puy-Lacoste,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000045,,,,,,25,apellation,Pauillac,,1,classification,5th Growth,,1,color,Red,,1,drinking_windows,2023-2095,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2019,,1,area,left bank,,1
17304,variation,,Chateau Grand-Puy-Lacoste,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000045,,,,,,26,apellation,Pauillac,,1,classification,5th Growth,,1,color,Red,,1,drinking_windows,2023-2095,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2020,,1,area,left bank,,1
17305,variation,,Chateau Grand-Puy-Lacoste,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000045,,,,,,27,apellation,Pauillac,,1,classification,5th Growth,,1,color,Red,,1,drinking_windows,2023-2095,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2021,,1,area,left bank,,1
17306,variation,,Chateau Haut-Batailley,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000044,,,,,,1,apellation,Pauillac,,1,classification,5th Growth,,1,color,Red,,1,drinking_windows,2023-2094,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,1995,,1,area,left bank,,1
17307,variation,,Chateau Haut-Batailley,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000044,,,,,,2,apellation,Pauillac,,1,classification,5th Growth,,1,color,Red,,1,drinking_windows,2023-2094,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,1996,,1,area,left bank,,1
17308,variation,,Chateau Haut-Batailley,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000044,,,,,,3,apellation,Pauillac,,1,classification,5th Growth,,1,color,Red,,1,drinking_windows,2023-2094,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,1997,,1,area,left bank,,1
17309,variation,,Chateau Haut-Batailley,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000044,,,,,,4,apellation,Pauillac,,1,classification,5th Growth,,1,color,Red,,1,drinking_windows,2023-2094,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,1998,,1,area,left bank,,1
17310,variation,,Chateau Haut-Batailley,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000044,,,,,,5,apellation,Pauillac,,1,classification,5th Growth,,1,color,Red,,1,drinking_windows,2023-2094,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,1999,,1,area,left bank,,1
17311,variation,,Chateau Haut-Batailley,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000044,,,,,,6,apellation,Pauillac,,1,classification,5th Growth,,1,color,Red,,1,drinking_windows,2023-2094,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2000,,1,area,left bank,,1
17312,variation,,Chateau Haut-Batailley,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000044,,,,,,7,apellation,Pauillac,,1,classification,5th Growth,,1,color,Red,,1,drinking_windows,2023-2094,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2001,,1,area,left bank,,1
17313,variation,,Chateau Haut-Batailley,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000044,,,,,,8,apellation,Pauillac,,1,classification,5th Growth,,1,color,Red,,1,drinking_windows,2023-2094,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2002,,1,area,left bank,,1
17314,variation,,Chateau Haut-Batailley,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000044,,,,,,9,apellation,Pauillac,,1,classification,5th Growth,,1,color,Red,,1,drinking_windows,2023-2094,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2003,,1,area,left bank,,1
17315,variation,,Chateau Haut-Batailley,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000044,,,,,,10,apellation,Pauillac,,1,classification,5th Growth,,1,color,Red,,1,drinking_windows,2023-2094,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2004,,1,area,left bank,,1
17316,variation,,Chateau Haut-Batailley,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000044,,,,,,11,apellation,Pauillac,,1,classification,5th Growth,,1,color,Red,,1,drinking_windows,2023-2094,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2005,,1,area,left bank,,1
17317,variation,,Chateau Haut-Batailley,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000044,,,,,,12,apellation,Pauillac,,1,classification,5th Growth,,1,color,Red,,1,drinking_windows,2023-2094,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2006,,1,area,left bank,,1
17318,variation,,Chateau Haut-Batailley,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000044,,,,,,13,apellation,Pauillac,,1,classification,5th Growth,,1,color,Red,,1,drinking_windows,2023-2094,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2007,,1,area,left bank,,1
17319,variation,,Chateau Haut-Batailley,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000044,,,,,,14,apellation,Pauillac,,1,classification,5th Growth,,1,color,Red,,1,drinking_windows,2023-2094,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2008,,1,area,left bank,,1
17320,variation,,Chateau Haut-Batailley,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000044,,,,,,15,apellation,Pauillac,,1,classification,5th Growth,,1,color,Red,,1,drinking_windows,2023-2094,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2009,,1,area,left bank,,1
17321,variation,,Chateau Haut-Batailley,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000044,,,,,,16,apellation,Pauillac,,1,classification,5th Growth,,1,color,Red,,1,drinking_windows,2023-2094,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2010,,1,area,left bank,,1
17322,variation,,Chateau Haut-Batailley,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000044,,,,,,17,apellation,Pauillac,,1,classification,5th Growth,,1,color,Red,,1,drinking_windows,2023-2094,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2011,,1,area,left bank,,1
17323,variation,,Chateau Haut-Batailley,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000044,,,,,,18,apellation,Pauillac,,1,classification,5th Growth,,1,color,Red,,1,drinking_windows,2023-2094,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2012,,1,area,left bank,,1
17324,variation,,Chateau Haut-Batailley,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000044,,,,,,19,apellation,Pauillac,,1,classification,5th Growth,,1,color,Red,,1,drinking_windows,2023-2094,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2013,,1,area,left bank,,1
17325,variation,,Chateau Haut-Batailley,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000044,,,,,,20,apellation,Pauillac,,1,classification,5th Growth,,1,color,Red,,1,drinking_windows,2023-2094,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2014,,1,area,left bank,,1
17326,variation,,Chateau Haut-Batailley,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000044,,,,,,21,apellation,Pauillac,,1,classification,5th Growth,,1,color,Red,,1,drinking_windows,2023-2094,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2015,,1,area,left bank,,1
17327,variation,,Chateau Haut-Batailley,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000044,,,,,,22,apellation,Pauillac,,1,classification,5th Growth,,1,color,Red,,1,drinking_windows,2023-2094,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2016,,1,area,left bank,,1
17328,variation,,Chateau Haut-Batailley,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000044,,,,,,23,apellation,Pauillac,,1,classification,5th Growth,,1,color,Red,,1,drinking_windows,2023-2094,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2017,,1,area,left bank,,1
17329,variation,,Chateau Haut-Batailley,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000044,,,,,,24,apellation,Pauillac,,1,classification,5th Growth,,1,color,Red,,1,drinking_windows,2023-2094,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2018,,1,area,left bank,,1
17330,variation,,Chateau Haut-Batailley,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000044,,,,,,25,apellation,Pauillac,,1,classification,5th Growth,,1,color,Red,,1,drinking_windows,2023-2094,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2019,,1,area,left bank,,1
17331,variation,,Chateau Haut-Batailley,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000044,,,,,,26,apellation,Pauillac,,1,classification,5th Growth,,1,color,Red,,1,drinking_windows,2023-2094,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2020,,1,area,left bank,,1
17332,variation,,Chateau Haut-Batailley,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000044,,,,,,27,apellation,Pauillac,,1,classification,5th Growth,,1,color,Red,,1,drinking_windows,2023-2094,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2021,,1,area,left bank,,1
17333,variation,,Chateau Beychevelle,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000038,,,,,,1,apellation,St.-Julien,,1,classification,4th Growth,,1,color,Red,,1,drinking_windows,2023-2088,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,1995,,1,area,left bank,,1
17334,variation,,Chateau Beychevelle,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000038,,,,,,2,apellation,St.-Julien,,1,classification,4th Growth,,1,color,Red,,1,drinking_windows,2023-2088,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,1996,,1,area,left bank,,1
17335,variation,,Chateau Beychevelle,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000038,,,,,,3,apellation,St.-Julien,,1,classification,4th Growth,,1,color,Red,,1,drinking_windows,2023-2088,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,1997,,1,area,left bank,,1
17336,variation,,Chateau Beychevelle,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000038,,,,,,4,apellation,St.-Julien,,1,classification,4th Growth,,1,color,Red,,1,drinking_windows,2023-2088,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,1998,,1,area,left bank,,1
17337,variation,,Chateau Beychevelle,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000038,,,,,,5,apellation,St.-Julien,,1,classification,4th Growth,,1,color,Red,,1,drinking_windows,2023-2088,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,1999,,1,area,left bank,,1
17338,variation,,Chateau Beychevelle,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000038,,,,,,6,apellation,St.-Julien,,1,classification,4th Growth,,1,color,Red,,1,drinking_windows,2023-2088,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2000,,1,area,left bank,,1
17339,variation,,Chateau Beychevelle,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000038,,,,,,7,apellation,St.-Julien,,1,classification,4th Growth,,1,color,Red,,1,drinking_windows,2023-2088,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2001,,1,area,left bank,,1
17340,variation,,Chateau Beychevelle,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000038,,,,,,8,apellation,St.-Julien,,1,classification,4th Growth,,1,color,Red,,1,drinking_windows,2023-2088,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2002,,1,area,left bank,,1
17341,variation,,Chateau Beychevelle,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000038,,,,,,9,apellation,St.-Julien,,1,classification,4th Growth,,1,color,Red,,1,drinking_windows,2023-2088,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2003,,1,area,left bank,,1
17342,variation,,Chateau Beychevelle,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000038,,,,,,10,apellation,St.-Julien,,1,classification,4th Growth,,1,color,Red,,1,drinking_windows,2023-2088,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2004,,1,area,left bank,,1
17343,variation,,Chateau Beychevelle,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000038,,,,,,11,apellation,St.-Julien,,1,classification,4th Growth,,1,color,Red,,1,drinking_windows,2023-2088,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2005,,1,area,left bank,,1
17344,variation,,Chateau Beychevelle,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000038,,,,,,12,apellation,St.-Julien,,1,classification,4th Growth,,1,color,Red,,1,drinking_windows,2023-2088,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2006,,1,area,left bank,,1
17345,variation,,Chateau Beychevelle,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000038,,,,,,13,apellation,St.-Julien,,1,classification,4th Growth,,1,color,Red,,1,drinking_windows,2023-2088,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2007,,1,area,left bank,,1
17346,variation,,Chateau Beychevelle,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000038,,,,,,14,apellation,St.-Julien,,1,classification,4th Growth,,1,color,Red,,1,drinking_windows,2023-2088,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2008,,1,area,left bank,,1
17347,variation,,Chateau Beychevelle,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000038,,,,,,15,apellation,St.-Julien,,1,classification,4th Growth,,1,color,Red,,1,drinking_windows,2023-2088,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2009,,1,area,left bank,,1
17348,variation,,Chateau Beychevelle,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000038,,,,,,16,apellation,St.-Julien,,1,classification,4th Growth,,1,color,Red,,1,drinking_windows,2023-2088,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2010,,1,area,left bank,,1
17349,variation,,Chateau Beychevelle,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000038,,,,,,17,apellation,St.-Julien,,1,classification,4th Growth,,1,color,Red,,1,drinking_windows,2023-2088,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2011,,1,area,left bank,,1
17350,variation,,Chateau Beychevelle,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000038,,,,,,18,apellation,St.-Julien,,1,classification,4th Growth,,1,color,Red,,1,drinking_windows,2023-2088,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2012,,1,area,left bank,,1
17351,variation,,Chateau Beychevelle,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000038,,,,,,19,apellation,St.-Julien,,1,classification,4th Growth,,1,color,Red,,1,drinking_windows,2023-2088,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2013,,1,area,left bank,,1
17352,variation,,Chateau Beychevelle,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000038,,,,,,20,apellation,St.-Julien,,1,classification,4th Growth,,1,color,Red,,1,drinking_windows,2023-2088,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2014,,1,area,left bank,,1
17353,variation,,Chateau Beychevelle,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000038,,,,,,21,apellation,St.-Julien,,1,classification,4th Growth,,1,color,Red,,1,drinking_windows,2023-2088,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2015,,1,area,left bank,,1
17354,variation,,Chateau Beychevelle,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000038,,,,,,22,apellation,St.-Julien,,1,classification,4th Growth,,1,color,Red,,1,drinking_windows,2023-2088,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2016,,1,area,left bank,,1
17355,variation,,Chateau Beychevelle,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,100,,,,,,,1000000038,,,,,,23,apellation,St.-Julien,,1,classification,4th Growth,,1,color,Red,,1,drinking_windows,2023-2088,,1,format,12 x 75cl,,1,region,Bordeaux,,1,vintage,2017,,1,area,left bank,,1
